169,52.070,86.360,2,0.800
170,57.070,86.360,2,0.800
171,61.595,48.260,2,0.800
172,76.200,48.260,3,0.900
173,78.740,48.260,3,0.900
174,76.200,58.420,3,0.900
175,78.740,58.420,3,0.900
176,76.200,38.735,3,0.900
177,78.740,38.735,3,0.900
178,97.790,85.090,4,1.000
179,97.790,82.550,4,1.000
180,97.790,80.010,4,1.000
181,97.790,77.470,4,1.000
182,97.790,74.930,4,1.000
183,97.790,72.390,4,1.000
184,97.790,69.850,4,1.000
185,97.790,67.310,4,1.000
186,97.790,64.770,4,1.000
187,97.790,62.230,4,1.000
188,97.790,59.690,4,1.000
189,97.790,57.150,4,1.000
190,97.790,54.610,4,1.000
191,97.790,52.070,4,1.000
192,97.790,49.530,4,1.000
193,97.790,46.990,4,1.000
194,97.790,44.450,4,1.000
195,97.790,41.910,4,1.000
196,97.790,39.370,4,1.000
197,97.790,36.830,4,1.000
198,113.030,85.090,4,1.000
199,113.030,82.550,4,1.000
200,113.030,80.010,4,1.000
201,113.030,77.470,4,1.000
202,113.030,74.930,4,1.000
203,113.030,72.390,4,1.000
204,113.030,69.850,4,1.000
205,113.030,67.310,4,1.000
206,113.030,64.770,4,1.000
207,113.030,62.230,4,1.000
208,113.030,59.690,4,1.000
209,113.030,57.150,4,1.000
210,113.030,54.610,4,1.000
211,113.030,52.070,4,1.000
212,113.030,49.530,4,1.000
213,113.030,46.990,4,1.000
214,113.030,44.450,4,1.000
215,113.030,41.910,4,1.000
216,113.030,39.370,4,1.000
217,113.030,36.830,4,1.000
218,2.290,25.385,4,1.000
219,2.290,22.615,4,1.000
220,2.290,19.845,4,1.000
221,2.290,17.075,4,1.000
222,5.130,26.770,4,1.000
223,5.130,24.000,4,1.000
224,5.130,21.230,4,1.000
225,5.130,18.460,4,1.000
226,5.130,15.690,4,1.000
227,19.050,64.770,5,1.100
228,21.590,64.770,5,1.100
229,24.130,64.770,5,1.100
230,8.020,57.023,6,1.200
231,33.020,57.023,6,1.200
232,7.112,45.720,6,1.200
233,32.112,45.720,6,1.200
234,40.005,47.625,7,1.270
235,50.165,50.165,7,1.270
236,50.165,45.085,7,1.270
237,48.260,73.660,8,1.300
238,48.260,68.660,8,1.300
239,1.230,73.590,8,1.300
240,1.230,68.590,8,1.300
241,91.440,39.370,9,2.000
242,119.380,87.630,9,2.000
243,3.710,33.730,10,3.200
244,3.710,8.730,10,3.200
245,21.590,81.430,11,3.500
246,81.280,91.440,12,4.300
247,152.400,0.000,12,4.300
248,152.400,91.440,12,4.300
249,81.280,0.000,12,4.300
250,0.000,91.440,12,4.300
251,0.000,0.000,12,4.300
